Country,,Date,Disease,Dies
США,0,07.05.22,81858744,997503
США,1,06.05.22,81831854,997318
США,2,05.05.22,81694580,996964
США,3,04.05.22,81620383,996704
США,4,03.05.22,81506075,994744
США,5,02.05.22,81444332,993999
США,6,01.05.22,81362688,993733
США,7,30.04.22,81346535,993712
США,8,29.04.22,81323186,993588
США,9,28.04.22,81263135,993164
США,10,27.04.22,81189789,992808
США,11,26.04.22,81101145,992008
США,12,25.04.22,81055811,991677
США,13,24.04.22,80986573,991394
США,14,23.04.22,80974208,991377
США,15,22.04.22,80954558,991327
США,16,21.04.22,80864539,990773
США,17,20.04.22,80805017,990390
США,18,19.04.22,80736117,989495
США,19,18.04.22,80696872,989056
США,20,17.04.22,80635482,988798
США,21,16.04.22,80625120,988609
США,22,15.04.22,80612681,988558
США,23,14.04.22,80573532,988121
США,24,13.04.22,80518989,987343
США,25,12.04.22,80477797,986387
США,26,11.04.22,80449944,985826
США,27,10.04.22,80406370,985504
США,28,09.04.22,80397170,985482
США,29,08.04.22,80384319,985205
США,30,07.04.22,80296887,984571
США,31,06.04.22,80249869,983941
США,32,05.04.22,80209383,982700
США,33,04.04.22,80183801,982223
США,34,03.04.22,80155304,981768
США,35,02.04.22,80151068,981760
США,36,01.04.22,80139338,981610
США,37,31.03.22,80107303,980785
США,38,30.03.22,80061842,980269
США,39,29.03.22,80022811,979101
США,40,28.03.22,79998748,978123
США,41,27.03.22,79959836,977064
США,42,26.03.22,79948075,977008
США,43,25.03.22,79938661,976864
США,44,24.03.22,79892237,976250
США,45,23.03.22,79849247,975394
США,46,22.03.22,79808558,973766
США,47,21.03.22,79783990,973209
США,48,20.03.22,79741713,971681
США,49,19.03.22,79730270,971599
США,50,18.03.22,79719388,971329
США,51,17.03.22,79688041,970529
США,52,16.03.22,79634875,969026
США,53,15.03.22,79588738,967202
США,54,14.03.22,79564354,966121
США,55,13.03.22,79528961,964802
США,56,12.03.22,79517911,964614
США,57,11.03.22,79507694,964359
США,58,10.03.22,79457977,962720
США,59,09.03.22,79411388,960951
США,60,08.03.22,79373683,958932
США,61,07.03.22,79343929,957529
США,62,06.03.22,79279840,955815
США,63,05.03.22,79267444,955610
США,64,04.03.22,79252523,955319
США,65,03.03.22,79201258,953584
США,66,02.03.22,79152640,951880
США,67,01.03.22,79099228,949790
США,68,28.02.22,79052519,948017
США,69,27.02.22,78953596,945865
США,70,26.02.22,78935375,945644
США,71,25.02.22,78887963,944911
США,72,24.02.22,78813584,942838
США,73,23.02.22,78746506,939876
США,74,22.02.22,78661358,936783
США,75,21.02.22,78572010,934614
США,76,20.02.22,78489122,933703
США,77,19.02.22,78466121,933268
США,78,18.02.22,78434715,932614
США,79,17.02.22,78289539,930128
США,80,16.02.22,78187841,927209
США,81,15.02.22,78073003,924022
США,82,14.02.22,77961828,921458
США,83,13.02.22,77791646,918260
США,84,12.02.22,77733334,917698
США,85,11.02.22,77681472,916889
США,86,10.02.22,77472152,914199
США,87,09.02.22,77300879,910934
США,88,08.02.22,77112479,907506
США,89,07.02.22,76898215,904527
США,90,06.02.22,76551822,901465
США,91,05.02.22,76468358,901012
США,92,04.02.22,76381952,900137
США,93,03.02.22,76027012,896030
США,94,02.02.22,75752221,893576
США,95,01.02.22,75422719,890004
США,96,31.01.22,75097338,886672
США,97,30.01.22,74555112,884052
США,98,29.01.22,74357179,883587
США,99,28.01.22,74178562,882426
США,100,27.01.22,73564529,878328
США,101,26.01.22,73058263,875749
США,102,25.01.22,72434260,871918
США,103,24.01.22,71941130,868748
США,104,23.01.22,71019151,866584
США,105,22.01.22,70653756,865880
США,106,21.01.22,70351280,864915
США,107,20.01.22,69510296,861559
США,108,19.01.22,68777782,858664
США,109,18.01.22,67869801,855229
США,110,17.01.22,66740462,852546
США,111,16.01.22,66065516,851525
США,112,15.01.22,65585769,850786
США,113,14.01.22,65177487,849815
США,114,13.01.22,64297543,847077
США,115,12.01.22,63436245,844559
США,116,11.01.22,62587703,841753
США,117,10.01.22,61800485,839284
США,118,09.01.22,60416690,837272
США,119,08.01.22,59931741,836684
США,120,07.01.22,59534080,835870
США,121,06.01.22,58664396,833469
США,122,05.01.22,57829451,831412
США,123,04.01.22,57166940,829230
США,124,03.01.22,56354828,826921
США,125,02.01.22,55309989,825081
США,126,01.01.22,55024111,824703
США,127,31.12.21,54835397,824314
США,128,30.12.21,54321804,823603
США,129,29.12.21,53731144,822108
США,130,28.12.21,53229051,819753
США,131,27.12.21,52867054,817438
США,132,26.12.21,52366507,815645
США,133,25.12.21,52188134,815296
США,134,24.12.21,52101485,815067
США,135,23.12.21,51852982,814373
США,136,22.12.21,51583228,812988
США,137,21.12.21,51339479,808800
США,138,20.12.21,51160078,806849
США,139,19.12.21,50920033,805270
США,140,18.12.21,50830833,804973
США,141,17.12.21,50751072,804329
США,142,16.12.21,50558421,802479
США,143,15.12.21,50416695,801186
США,144,14.12.21,50273069,798933
США,145,13.12.21,50158041,797384
США,146,12.12.21,49972548,795977
США,147,11.12.21,49920244,795625
США,148,10.12.21,49863661,795025
США,149,09.12.21,49705462,793226
США,150,08.12.21,49580935,791654
США,151,07.12.21,49431030,789838
США,152,06.12.21,49317767,788274
США,153,05.12.21,49140079,786857
США,154,04.12.21,49084899,786470
США,155,03.12.21,49018557,785800
США,156,02.12.21,48859937,784221
США,157,01.12.21,48721085,780317
США,158,30.11.21,48583978,778263
США,159,29.11.21,48466877,776627
США,160,28.11.21,48280582,774691
США,161,27.11.21,48237436,774446
США,162,26.11.21,48210898,774134
США,163,25.11.21,48157477,773762
США,164,24.11.21,48118158,773291
США,165,23.11.21,48006579,771581
США,166,22.11.21,47915235,770207
США,167,21.11.21,47770619,768946
США,168,20.11.21,47730790,768730
США,169,19.11.21,47685434,768279
США,170,18.11.21,47558567,766489
США,171,17.11.21,47448735,765138
США,172,16.11.21,47335899,763492
США,173,15.11.21,47248634,762160
США,174,14.11.21,47114595,760852
США,175,13.11.21,47082685,760658
США,176,12.11.21,47038738,760098
США,177,11.11.21,46895239,757638
США,178,10.11.21,46837597,756766
США,179,09.11.21,46742530,755087
США,180,08.11.21,46664172,753660
США,181,07.11.21,46553426,752400
США,182,06.11.21,46516602,752201
США,183,05.11.21,46481747,751738
США,184,04.11.21,46384890,749608
США,185,03.11.21,46303454,748406
США,186,02.11.21,46217861,746447
США,187,01.11.21,46149131,745178
США,188,31.10.21,46035880,743897
США,189,30.10.21,46003562,743664
США,190,29.10.21,45969273,743292
США,191,28.10.21,45874170,741569
США,192,27.10.21,45799081,739726
США,193,26.10.21,45696522,737671
США,194,25.10.21,45629868,736093
США,195,24.10.21,45517308,734619
США,196,23.10.21,45498148,734365
США,197,22.10.21,45465743,733824
США,198,21.10.21,45369795,731963
США,199,20.10.21,45291728,729975
США,200,19.10.21,45200123,726804
США,201,18.10.21,45118220,724675
США,202,17.10.21,45019279,722901
США,203,16.10.21,44987629,722439
США,204,15.10.21,44947848,721893
США,205,14.10.21,44838377,720094
США,206,13.10.21,44751436,717929
США,207,12.10.21,44642979,714721
США,208,11.10.21,44532374,712425
США,209,10.10.21,44436311,711244
США,210,09.10.21,44396641,710767
США,211,08.10.21,44357811,710340
США,212,07.10.21,44226389,708540
США,213,06.10.21,44124865,706077
США,214,05.10.21,44012688,703428
США,215,04.10.21,43917461,701556
США,216,03.10.21,43774544,699634
США,217,02.10.21,43729766,699098
США,218,01.10.21,43681560,698275
США,219,30.09.21,43526729,696128
США,220,29.09.21,43416335,693325
США,221,28.09.21,43294951,690710
США,222,27.09.21,43182202,688208
США,223,26.09.21,43026268,685943
США,224,25.09.21,42971953,685375
США,225,24.09.21,42911456,684538
США,226,23.09.21,42736691,682065
США,227,22.09.21,42607532,678775
США,228,21.09.21,42476185,676090
США,229,20.09.21,42354453,673650
США,230,19.09.21,42182658,671346
США,231,18.09.21,42137785,670957
США,232,17.09.21,42062812,669977
США,233,16.09.21,41851957,667533
США,234,15.09.21,41693180,664072
США,235,14.09.21,41519932,661333
США,236,13.09.21,41374525,659444
США,237,12.09.21,41163747,657284
США,238,11.09.21,41115401,656914
США,239,10.09.21,41026278,656092
США,240,09.09.21,40784260,653620
США,241,08.09.21,40617839,650405
США,242,07.09.21,40440928,648113
США,243,06.09.21,40231755,646042
США,244,05.09.21,40138014,645418
США,245,04.09.21,40074511,645012
США,246,03.09.21,39988600,644363
США,247,02.09.21,39753168,642433
США,248,01.09.21,39574045,639440
США,249,31.08.21,39383534,637406
США,250,30.08.21,39203590,635986
США,251,29.08.21,38974376,634278
США,252,28.08.21,38922361,633968
США,253,27.08.21,38843468,633319
США,254,26.08.21,38604788,631586
США,255,25.08.21,38421014,629389
США,256,24.08.21,38242044,627849
США,257,23.08.21,38087584,626438
США,258,22.08.21,37879350,625108
США,259,21.08.21,37835147,624903
США,260,20.08.21,37742957,624339
США,261,19.08.21,37503878,622879
США,262,18.08.21,37348658,621102
США,263,17.08.21,37181051,619901
США,264,16.08.21,37030460,618878
США,265,15.08.21,36836100,617853
США,266,14.08.21,36789314,617649
США,267,13.08.21,36716250,617383
США,268,12.08.21,36489427,616335
США,269,11.08.21,36345351,615312
США,270,10.08.21,36190914,614522
США,271,09.08.21,36073112,613689
США,272,08.08.21,35913323,613168
США,273,07.08.21,35878449,613044
США,274,06.08.21,35815450,612789
США,275,05.08.21,35563556,611656
США,276,04.08.21,35453864,611143
США,277,03.08.21,35351427,610603
США,278,02.08.21,35253675,610026
США,279,01.08.21,35145314,609681
США,280,31.07.21,35100744,609457
США,281,30.07.21,35056850,609289
США,282,29.07.21,34865401,608408
США,283,28.07.21,34792842,608090
США,284,27.07.21,34719272,607715
США,285,26.07.21,34654278,607271
США,286,25.07.21,34574904,607013
США,287,24.07.21,34546932,606915
США,288,23.07.21,34518187,606789
США,289,22.07.21,34397386,606233
США,290,21.07.21,34340854,605944
США,291,20.07.21,34293122,605583
США,292,19.07.21,34253393,605294
США,293,18.07.21,34204550,605104
США,294,17.07.21,34184222,605017
США,295,16.07.21,34170120,604940
США,296,15.07.21,34092009,604487
США,297,14.07.21,34060046,604137
США,298,13.07.21,34028921,603809
США,299,12.07.21,34002388,603450
США,300,11.07.21,33972964,603221
США,301,10.07.21,33961217,603099
США,302,09.07.21,33951097,603013
США,303,08.07.21,33903502,602549
США,304,07.07.21,33882639,602305
США,305,06.07.21,33862462,601983
США,306,05.07.21,33840180,601682
США,307,04.07.21,33831278,601557
США,308,03.07.21,33826993,601516
США,309,02.07.21,33821579,601423
США,310,01.07.21,33791823,600990
США,311,30.06.21,33776702,600707
США,312,29.06.21,33761350,600404
США,313,28.06.21,33753873,600075
США,314,27.06.21,33740250,599929
США,315,26.06.21,33735628,599853
США,316,25.06.21,33726258,599699
США,317,24.06.21,33701655,599177
США,318,23.06.21,33687181,598835
США,319,22.06.21,33674516,598437
США,320,21.06.21,33663719,598092
США,321,20.06.21,33653165,597834
США,322,19.06.21,33648244,597759
США,323,18.06.21,33639193,597577
США,324,17.06.21,33618011,596971
США,325,16.06.21,33606248,596647
США,326,15.06.21,33594342,596261
США,327,14.06.21,33583613,595931
США,328,13.06.21,33571828,595747
США,329,12.06.21,33566557,595639
США,330,11.06.21,33557397,595363
США,331,10.06.21,33532246,594830
США,332,09.06.21,33517466,594417
США,333,08.06.21,33498901,593932
США,334,07.06.21,33485861,593612
США,335,06.06.21,33471789,593296
США,336,05.06.21,33465772,593133
США,337,04.06.21,33450167,592549
США,338,03.06.21,33432302,592028
США,339,02.06.21,33413908,591393
США,340,01.06.21,33397194,590831
США,341,31.05.21,33376340,590199
США,342,30.05.21,33370065,590027
США,343,29.05.21,33362711,589878
США,344,28.05.21,33349400,589535
США,345,27.05.21,33327156,589004
США,346,26.05.21,33300313,587648
США,347,25.05.21,33275718,586656
США,348,24.05.21,33251126,586010
США,349,23.05.21,33229252,585578
США,350,22.05.21,33215467,585382
США,351,21.05.21,33194254,584895
США,352,20.05.21,33165429,584272
США,353,19.05.21,33135210,583586
США,354,18.05.21,33105606,582912
США,355,17.05.21,33076688,582129
США,356,16.05.21,33051445,581736
США,357,15.05.21,33033753,581469
США,358,14.05.21,33002995,580938
США,359,13.05.21,32960778,580311
США,360,12.05.21,32922041,579521
США,361,11.05.21,32885890,578724
США,362,10.05.21,32850412,578029
США,363,09.05.21,32818035,577640
США,364,08.05.21,32795165,577383
США,365,07.05.21,32759508,576747
США,366,06.05.21,32711094,575930
США,367,05.05.21,32664914,575107
США,368,04.05.21,32618870,574291
США,369,03.05.21,32575974,573379
США,370,02.05.21,32531353,572905
США,371,01.05.21,32500798,572583
США,372,30.04.21,32452021,571837
США,373,29.04.21,32393919,571033
США,374,28.04.21,32335093,570148
США,375,27.04.21,32279906,569147
США,376,26.04.21,32227622,568472
США,377,25.04.21,32185336,567999
США,378,24.04.21,32150567,567699
США,379,23.04.21,32095595,566942
США,380,22.04.21,32032699,566190
США,381,21.04.21,31965981,565251
США,382,20.04.21,31901634,564360
США,383,19.04.21,31839194,563514
США,384,18.04.21,31780644,563027
США,385,17.04.21,31736814,562680
США,386,16.04.21,31681326,561975
США,387,15.04.21,31597853,561110
США,388,14.04.21,31523873,560202
США,389,13.04.21,31448268,559269
США,390,12.04.21,31367427,558390
США,391,11.04.21,31305243,557947
США,392,10.04.21,31257787,557659
США,393,09.04.21,31187252,556901
США,394,08.04.21,31102499,555994
США,395,07.04.21,31022434,554967
США,396,06.04.21,30946656,552367
США,397,05.04.21,30883829,551540
США,398,04.04.21,30816739,551082
США,399,03.04.21,30778816,550772
США,400,02.04.21,30713935,550020
США,401,01.04.21,30639910,549135
США,402,31.03.21,30563051,548034
США,403,30.03.21,30493519,546959
США,404,29.03.21,30431828,546065
США,405,28.03.21,30365956,545440
США,406,27.03.21,30319636,544999
США,407,26.03.21,30255581,544193
США,408,25.03.21,30179209,543040
США,409,24.03.21,30111580,541693
США,410,23.03.21,30023822,540235
США,411,22.03.21,29970963,539291
США,412,21.03.21,29923536,538743
США,413,20.03.21,29888158,538027
США,414,19.03.21,29829293,537263
США,415,18.03.21,29767659,536240
США,416,17.03.21,29705270,534607
США,417,16.03.21,29645996,533418
США,418,15.03.21,29591931,532163
США,419,14.03.21,29540897,531470
США,420,13.03.21,29501621,530960
США,421,12.03.21,29444801,529991
США,422,11.03.21,29382197,528578
США,423,10.03.21,29320406,527025
США,424,09.03.21,29262633,525485
США,425,08.03.21,29207128,523709
США,426,07.03.21,29163030,523015
США,427,06.03.21,29121421,522325
США,428,05.03.21,29060390,520822
США,429,04.03.21,28992510,519110
США,430,03.03.21,28923564,517185
США,431,02.03.21,28856511,514653
США,432,01.03.21,28798094,512736
США,433,28.02.21,28747650,511429
США,434,27.02.21,28695889,510345
США,435,26.02.21,28624603,508838
США,436,25.02.21,28549184,506699
США,437,24.02.21,28471907,504279
США,438,23.02.21,28396884,501048
США,439,22.02.21,28323023,498780
США,440,21.02.21,28267539,497585
США,441,20.02.21,28212275,496382
США,442,19.02.21,28138493,494474
США,443,18.02.21,28063341,491951
США,444,17.02.21,27990762,489370
США,445,16.02.21,27921916,486948
США,446,15.02.21,27862692,485316
США,447,14.02.21,27807242,484378
США,448,13.02.21,27738936,483203
США,449,12.02.21,27648176,480934
США,450,11.02.21,27547593,478092
США,451,10.02.21,27440818,474927
США,452,09.02.21,27345537,471533
США,453,08.02.21,27250158,468498
США,454,07.02.21,27167357,467057
США,455,06.02.21,27077929,465592
США,456,05.02.21,26961070,462860
США,457,04.02.21,26829960,459188
США,458,03.02.21,26704926,455287
США,459,02.02.21,26580556,451401
США,460,01.02.21,26463526,447878
США,461,31.01.21,26338205,446110
США,462,30.01.21,26225350,444167
США,463,29.01.21,26074413,441297
США,464,28.01.21,25910675,437720
США,465,27.01.21,25743910,433893
США,466,26.01.21,25588454,429781
США,467,25.01.21,25437444,425810
США,468,24.01.21,25307842,424047
США,469,23.01.21,25167699,422205
США,470,22.01.21,24989518,418671
США,471,21.01.21,24797743,414895
США,472,20.01.21,24605182,410777
США,473,19.01.21,24417785,406346
США,474,18.01.21,24260884,403957
США,475,17.01.21,24120058,402396
США,476,16.01.21,23943499,400409
США,477,15.01.21,23725816,396848
США,478,14.01.21,23480819,393040
США,479,13.01.21,23245238,389264
США,480,12.01.21,23015894,385252
США,481,11.01.21,22794080,380884
США,482,10.01.21,22590111,379050
США,483,09.01.21,22379262,376962
США,484,08.01.21,22114510,373727
США,485,07.01.21,21810433,369549
США,486,06.01.21,21524179,365536
США,487,05.01.21,21264419,361626
США,488,04.01.21,21031555,358032
США,489,03.01.21,20846039,356059
США,490,02.01.21,20642648,354636
США,491,01.01.21,20370367,352096
США,492,31.12.20,20191459,349854
США,493,30.12.20,19876375,346543
США,494,29.12.20,19658082,342639
США,495,28.12.20,19452104,339028
США,496,27.12.20,19278802,337162
США,497,26.12.20,19142846,335731
США,498,25.12.20,18925408,333823
США,499,24.12.20,18798236,332313
США,500,23.12.20,18585289,329399
США,501,22.12.20,18363849,326029
США,502,21.12.20,18157913,322737
США,503,20.12.20,17961053,320945
США,504,19.12.20,17773856,319243
США,505,18.12.20,17568005,316439
США,506,17.12.20,17320054,313509
США,507,16.12.20,17079802,310064
США,508,15.12.20,16844993,306342
США,509,14.12.20,16618677,303376
США,510,13.12.20,16408837,301731
США,511,12.12.20,16217240,300077
США,512,11.12.20,15992706,297553
США,513,10.12.20,15753796,294184
США,514,09.12.20,15516852,291207
США,515,08.12.20,15300837,288044
США,516,07.12.20,15073780,285471
США,517,06.12.20,14878319,283913
США,518,05.12.20,14698992,282524
США,519,04.12.20,14476983,280142
США,520,03.12.20,14241608,277534
США,521,02.12.20,14021377,274587
США,522,01.12.20,13825212,271777
США,523,30.11.20,13628096,269230
США,524,29.11.20,13473178,267921
США,525,28.11.20,13332834,266886
США,526,27.11.20,13164608,265537
США,527,26.11.20,12949971,263993
США,528,25.11.20,12832721,262590
США,529,24.11.20,12652507,260354
США,530,23.11.20,12478945,258222
США,531,22.11.20,12297434,257157
США,532,21.11.20,12150847,256106
США,533,20.11.20,11971026,254469
США,534,19.11.20,11769359,252534
США,535,18.11.20,11577056,250505
США,536,17.11.20,11405087,248587
США,537,16.11.20,11240441,246885
США,538,15.11.20,11087354,246071
США,539,14.11.20,10947637,245304
США,540,13.11.20,10783587,243944
США,541,12.11.20,10604069,242749
США,542,11.11.20,10445272,241554
США,543,10.11.20,10297589,240132
США,544,09.11.20,10161034,238724
США,545,08.11.20,10044078,237966
США,546,07.11.20,9924404,237413
США,547,06.11.20,9797339,236306
США,548,05.11.20,9670281,235100
США,549,04.11.20,9542200,233941
США,550,03.11.20,9441936,232833
США,551,02.11.20,9317169,231238
США,552,01.11.20,9235361,230684
США,553,31.10.20,9157531,230195
США,554,30.10.20,9070188,229272
США,555,29.10.20,8970339,228217
США,556,28.10.20,8879046,227229
США,557,27.10.20,8792570,226219
США,558,26.10.20,8715346,225212
США,559,25.10.20,8650782,224698
США,560,24.10.20,8589807,224253
США,561,23.10.20,8511431,223293
